id,name,X2019,TRACTCE,BLKGRPCE,TRACT-BG,City,City2,Hood
1500000US060730059003,"Block Group 3, Census Tract 59, San Diego County, California",729,5900,3,5900-3,San Diego,San Diego,Park West
1500000US060730060001,"Block Group 1, Census Tract 60, San Diego County, California",1206,6000,1,6000-1,San Diego,San Diego,Park West
1500000US060730060002,"Block Group 2, Census Tract 60, San Diego County, California",1102,6000,2,6000-2,San Diego,San Diego,Park West
1500000US060730060003,"Block Group 3, Census Tract 60, San Diego County, California",1508,6000,3,6000-3,San Diego,San Diego,Park West
1500000US060730061001,"Block Group 1, Census Tract 61, San Diego County, California",1798,6100,1,6100-1,San Diego,San Diego,Midtown
1500000US060730061002,"Block Group 2, Census Tract 61, San Diego County, California",572,6100,2,6100-2,San Diego,San Diego,Midtown
1500000US060730062001,"Block Group 1, Census Tract 62, San Diego County, California",23,6200,1,6200-1,San Diego,San Diego,Midway District
1500000US060730063001,"Block Group 1, Census Tract 63, San Diego County, California",3760,6300,1,6300-1,San Diego,San Diego,Midway District
1500000US060730065001,"Block Group 1, Census Tract 65, San Diego County, California",1110,6500,1,6500-1,San Diego,San Diego,Old Town/Mission Hills/Midway District
1500000US060730065002,"Block Group 2, Census Tract 65, San Diego County, California",814,6500,2,6500-2,San Diego,San Diego,Old Town/Mission Hills/Midway District
1500000US060730065003,"Block Group 3, Census Tract 65, San Diego County, California",1435,6500,3,6500-3,San Diego,San Diego,Old Town/Mission Hills/Midway District
1500000US060730066001,"Block Group 1, Census Tract 66, San Diego County, California",1811,6600,1,6600-1,San Diego,San Diego,Loma Portal/Midway District
1500000US060730068011,"Block Group 1, Census Tract 68.01, San Diego County, California",2971,6801,1,6801-1,San Diego,San Diego,Point Loma Heights
1500000US060730068021,"Block Group 1, Census Tract 68.02, San Diego County, California",1532,6802,1,6802-1,San Diego,San Diego,Loma Portal/Midway District/Point Loma Heights
1500000US060730068022,"Block Group 2, Census Tract 68.02, San Diego County, California",2215,6802,2,6802-2,San Diego,San Diego,Loma Portal/Midway District/Point Loma Heights
1500000US060730068023,"Block Group 3, Census Tract 68.02, San Diego County, California",2136,6802,3,6802-3,San Diego,San Diego,Loma Portal/Midway District/Point Loma Heights
1500000US060730069001,"Block Group 1, Census Tract 69, San Diego County, California",3099,6900,1,6900-1,San Diego,San Diego,Loma Portal/Point Loma Heights
1500000US060730069002,"Block Group 2, Census Tract 69, San Diego County, California",671,6900,2,6900-2,San Diego,San Diego,Loma Portal/Point Loma Heights
1500000US060730069003,"Block Group 3, Census Tract 69, San Diego County, California",2084,6900,3,6900-3,San Diego,San Diego,Loma Portal/Point Loma Heights
1500000US060730070021,"Block Group 1, Census Tract 70.02, San Diego County, California",1595,7002,1,7002-1,San Diego,San Diego,Roseville / Fleet Ridge/Point Loma Heights
1500000US060730070022,"Block Group 2, Census Tract 70.02, San Diego County, California",953,7002,2,7002-2,San Diego,San Diego,Roseville / Fleet Ridge/Point Loma Heights
1500000US060730070023,"Block Group 3, Census Tract 70.02, San Diego County, California",566,7002,3,7002-3,San Diego,San Diego,Roseville / Fleet Ridge/Point Loma Heights
1500000US060730071001,"Block Group 1, Census Tract 71, San Diego County, California",1293,7100,1,7100-1,San Diego,San Diego,La Playa/Roseville / Fleet Ridge
1500000US060730071002,"Block Group 2, Census Tract 71, San Diego County, California",2473,7100,2,7100-2,San Diego,San Diego,La Playa/Roseville / Fleet Ridge
1500000US060730071003,"Block Group 3, Census Tract 71, San Diego County, California",769,7100,3,7100-3,San Diego,San Diego,La Playa/Roseville / Fleet Ridge
1500000US060730072001,"Block Group 1, Census Tract 72, San Diego County, California",2303,7200,1,7200-1,San Diego,San Diego,Sunset Cliffs
1500000US060730072002,"Block Group 2, Census Tract 72, San Diego County, California",3751,7200,2,7200-2,San Diego,San Diego,Sunset Cliffs
1500000US060730073011,"Block Group 1, Census Tract 73.01, San Diego County, California",1202,7301,1,7301-1,San Diego,San Diego,Ocean Beach
1500000US060730073012,"Block Group 2, Census Tract 73.01, San Diego County, California",1803,7301,2,7301-2,San Diego,San Diego,Ocean Beach
1500000US060730073013,"Block Group 3, Census Tract 73.01, San Diego County, California",1765,7301,3,7301-3,San Diego,San Diego,Ocean Beach
1500000US060730073014,"Block Group 4, Census Tract 73.01, San Diego County, California",643,7301,4,7301-4,San Diego,San Diego,Ocean Beach
1500000US060730073021,"Block Group 1, Census Tract 73.02, San Diego County, California",769,7302,1,7302-1,San Diego,San Diego,Point Loma Heights
1500000US060730073022,"Block Group 2, Census Tract 73.02, San Diego County, California",842,7302,2,7302-2,San Diego,San Diego,Point Loma Heights
1500000US060730073023,"Block Group 3, Census Tract 73.02, San Diego County, California",657,7302,3,7302-3,San Diego,San Diego,Point Loma Heights
1500000US060730074001,"Block Group 1, Census Tract 74, San Diego County, California",1055,7400,1,7400-1,San Diego,San Diego,Point Loma Heights
1500000US060730074002,"Block Group 2, Census Tract 74, San Diego County, California",926,7400,2,7400-2,San Diego,San Diego,Point Loma Heights
1500000US060730074003,"Block Group 3, Census Tract 74, San Diego County, California",1269,7400,3,7400-3,San Diego,San Diego,Point Loma Heights
1500000US060730074004,"Block Group 4, Census Tract 74, San Diego County, California",1388,7400,4,7400-4,San Diego,San Diego,Point Loma Heights
1500000US060730074005,"Block Group 5, Census Tract 74, San Diego County, California",1966,7400,5,7400-5,San Diego,San Diego,Point Loma Heights
1500000US060730074006,"Block Group 6, Census Tract 74, San Diego County, California",936,7400,6,7400-6,San Diego,San Diego,Point Loma Heights
1500000US060730075011,"Block Group 1, Census Tract 75.01, San Diego County, California",1110,7501,1,7501-1,San Diego,San Diego,Ocean Beach
1500000US060730075012,"Block Group 2, Census Tract 75.01, San Diego County, California",402,7501,2,7501-2,San Diego,San Diego,Ocean Beach
1500000US060730075013,"Block Group 3, Census Tract 75.01, San Diego County, California",971,7501,3,7501-3,San Diego,San Diego,Ocean Beach
1500000US060730075014,"Block Group 4, Census Tract 75.01, San Diego County, California",1396,7501,4,7501-4,San Diego,San Diego,Ocean Beach
1500000US060730075015,"Block Group 5, Census Tract 75.01, San Diego County, California",365,7501,5,7501-5,San Diego,San Diego,Ocean Beach
1500000US060730075021,"Block Group 1, Census Tract 75.02, San Diego County, California",1263,7502,1,7502-1,San Diego,San Diego,Ocean Beach
1500000US060730075022,"Block Group 2, Census Tract 75.02, San Diego County, California",983,7502,2,7502-2,San Diego,San Diego,Ocean Beach
1500000US060730075023,"Block Group 3, Census Tract 75.02, San Diego County, California",1073,7502,3,7502-3,San Diego,San Diego,Ocean Beach
1500000US060730076001,"Block Group 1, Census Tract 76, San Diego County, California",359,7600,1,7600-1,San Diego,San Diego,Mission Bay Park/Mission Beach/Mission Bay
1500000US060730076002,"Block Group 2, Census Tract 76, San Diego County, California",538,7600,2,7600-2,San Diego,San Diego,Mission Bay Park/Mission Beach/Mission Bay
1500000US060730076003,"Block Group 3, Census Tract 76, San Diego County, California",1123,7600,3,7600-3,San Diego,San Diego,Mission Bay Park/Mission Beach/Mission Bay
1500000US060730076004,"Block Group 4, Census Tract 76, San Diego County, California",483,7600,4,7600-4,San Diego,San Diego,Mission Bay Park/Mission Beach/Mission Bay
1500000US060730076005,"Block Group 5, Census Tract 76, San Diego County, California",691,7600,5,7600-5,San Diego,San Diego,Mission Bay Park/Mission Beach/Mission Bay
1500000US060730076006,"Block Group 6, Census Tract 76, San Diego County, California",440,7600,6,7600-6,San Diego,San Diego,Mission Bay Park/Mission Beach/Mission Bay
1500000US060730076007,"Block Group 7, Census Tract 76, San Diego County, California",344,7600,7,7600-7,San Diego,San Diego,Mission Bay Park/Mission Beach/Mission Bay
1500000US060730077011,"Block Group 1, Census Tract 77.01, San Diego County, California",1126,7701,1,7701-1,San Diego,San Diego,Pacific Beach
1500000US060730077012,"Block Group 2, Census Tract 77.01, San Diego County, California",927,7701,2,7701-2,San Diego,San Diego,Pacific Beach
1500000US060730077013,"Block Group 3, Census Tract 77.01, San Diego County, California",1620,7701,3,7701-3,San Diego,San Diego,Pacific Beach
1500000US060730077021,"Block Group 1, Census Tract 77.02, San Diego County, California",927,7702,1,7702-1,San Diego,San Diego,Pacific Beach
1500000US060730077022,"Block Group 2, Census Tract 77.02, San Diego County, California",1490,7702,2,7702-2,San Diego,San Diego,Pacific Beach
1500000US060730077023,"Block Group 3, Census Tract 77.02, San Diego County, California",1052,7702,3,7702-3,San Diego,San Diego,Pacific Beach
1500000US060730077024,"Block Group 4, Census Tract 77.02, San Diego County, California",547,7702,4,7702-4,San Diego,San Diego,Pacific Beach
1500000US060730078001,"Block Group 1, Census Tract 78, San Diego County, California",1448,7800,1,7800-1,San Diego,San Diego,Pacific Beach
1500000US060730078002,"Block Group 2, Census Tract 78, San Diego County, California",596,7800,2,7800-2,San Diego,San Diego,Pacific Beach
1500000US060730078003,"Block Group 3, Census Tract 78, San Diego County, California",2198,7800,3,7800-3,San Diego,San Diego,Pacific Beach
1500000US060730078004,"Block Group 4, Census Tract 78, San Diego County, California",766,7800,4,7800-4,San Diego,San Diego,Pacific Beach
1500000US060730078005,"Block Group 5, Census Tract 78, San Diego County, California",1147,7800,5,7800-5,San Diego,San Diego,Pacific Beach
1500000US060730079031,"Block Group 1, Census Tract 79.03, San Diego County, California",946,7903,1,7903-1,San Diego,San Diego,Pacific Beach
1500000US060730079032,"Block Group 2, Census Tract 79.03, San Diego County, California",1681,7903,2,7903-2,San Diego,San Diego,Pacific Beach
1500000US060730079033,"Block Group 3, Census Tract 79.03, San Diego County, California",862,7903,3,7903-3,San Diego,San Diego,Pacific Beach
1500000US060730079034,"Block Group 4, Census Tract 79.03, San Diego County, California",829,7903,4,7903-4,San Diego,San Diego,Pacific Beach
1500000US060730079051,"Block Group 1, Census Tract 79.05, San Diego County, California",1060,7905,1,7905-1,San Diego,San Diego,Pacific Beach
1500000US060730079052,"Block Group 2, Census Tract 79.05, San Diego County, California",1599,7905,2,7905-2,San Diego,San Diego,Pacific Beach
1500000US060730079071,"Block Group 1, Census Tract 79.07, San Diego County, California",1996,7907,1,7907-1,San Diego,San Diego,Pacific Beach
1500000US060730079072,"Block Group 2, Census Tract 79.07, San Diego County, California",1580,7907,2,7907-2,San Diego,San Diego,Pacific Beach
1500000US060730079081,"Block Group 1, Census Tract 79.08, San Diego County, California",619,7908,1,7908-1,San Diego,San Diego,Pacific Beach
1500000US060730079082,"Block Group 2, Census Tract 79.08, San Diego County, California",3107,7908,2,7908-2,San Diego,San Diego,Pacific Beach
1500000US060730079101,"Block Group 1, Census Tract 79.10, San Diego County, California",1421,7910,1,7910-1,San Diego,San Diego,Pacific Beach
1500000US060730079102,"Block Group 2, Census Tract 79.10, San Diego County, California",1516,7910,2,7910-2,San Diego,San Diego,Pacific Beach
1500000US060730080021,"Block Group 1, Census Tract 80.02, San Diego County, California",560,8002,1,8002-1,San Diego,San Diego,Pacific Beach
1500000US060730080022,"Block Group 2, Census Tract 80.02, San Diego County, California",1304,8002,2,8002-2,San Diego,San Diego,Pacific Beach
1500000US060730080023,"Block Group 3, Census Tract 80.02, San Diego County, California",1140,8002,3,8002-3,San Diego,San Diego,Pacific Beach
1500000US060730080031,"Block Group 1, Census Tract 80.03, San Diego County, California",1350,8003,1,8003-1,San Diego,San Diego,La Jolla
1500000US060730080032,"Block Group 2, Census Tract 80.03, San Diego County, California",1379,8003,2,8003-2,San Diego,San Diego,La Jolla
1500000US060730080033,"Block Group 3, Census Tract 80.03, San Diego County, California",1116,8003,3,8003-3,San Diego,San Diego,La Jolla
1500000US060730080061,"Block Group 1, Census Tract 80.06, San Diego County, California",618,8006,1,8006-1,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730080062,"Block Group 2, Census Tract 80.06, San Diego County, California",902,8006,2,8006-2,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730080063,"Block Group 3, Census Tract 80.06, San Diego County, California",632,8006,3,8006-3,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730080064,"Block Group 4, Census Tract 80.06, San Diego County, California",704,8006,4,8006-4,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730080065,"Block Group 5, Census Tract 80.06, San Diego County, California",1047,8006,5,8006-5,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730081011,"Block Group 1, Census Tract 81.01, San Diego County, California",572,8101,1,8101-1,San Diego,San Diego,La Jolla
1500000US060730081012,"Block Group 2, Census Tract 81.01, San Diego County, California",934,8101,2,8101-2,San Diego,San Diego,La Jolla
1500000US060730081013,"Block Group 3, Census Tract 81.01, San Diego County, California",970,8101,3,8101-3,San Diego,San Diego,La Jolla
1500000US060730081014,"Block Group 4, Census Tract 81.01, San Diego County, California",600,8101,4,8101-4,San Diego,San Diego,La Jolla
1500000US060730081015,"Block Group 5, Census Tract 81.01, San Diego County, California",684,8101,5,8101-5,San Diego,San Diego,La Jolla
1500000US060730081021,"Block Group 1, Census Tract 81.02, San Diego County, California",734,8102,1,8102-1,San Diego,San Diego,La Jolla
1500000US060730081022,"Block Group 2, Census Tract 81.02, San Diego County, California",1073,8102,2,8102-2,San Diego,San Diego,La Jolla
1500000US060730081023,"Block Group 3, Census Tract 81.02, San Diego County, California",1606,8102,3,8102-3,San Diego,San Diego,La Jolla
1500000US060730082001,"Block Group 1, Census Tract 82, San Diego County, California",928,8200,1,8200-1,San Diego,San Diego,La Jolla
1500000US060730082002,"Block Group 2, Census Tract 82, San Diego County, California",1139,8200,2,8200-2,San Diego,San Diego,La Jolla
1500000US060730082003,"Block Group 3, Census Tract 82, San Diego County, California",903,8200,3,8200-3,San Diego,San Diego,La Jolla
1500000US060730083011,"Block Group 1, Census Tract 83.01, San Diego County, California",1219,8301,1,8301-1,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730083012,"Block Group 2, Census Tract 83.01, San Diego County, California",1069,8301,2,8301-2,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730083013,"Block Group 3, Census Tract 83.01, San Diego County, California",636,8301,3,8301-3,San Diego,San Diego,La Jolla/Pacific Beach
1500000US060730083031,"Block Group 1, Census Tract 83.03, San Diego County, California",1274,8303,1,8303-1,San Diego,San Diego,La Jolla
1500000US060730083032,"Block Group 2, Census Tract 83.03, San Diego County, California",1670,8303,2,8303-2,San Diego,San Diego,La Jolla
1500000US060730083033,"Block Group 3, Census Tract 83.03, San Diego County, California",552,8303,3,8303-3,San Diego,San Diego,La Jolla
1500000US060730083051,"Block Group 1, Census Tract 83.05, San Diego County, California",0,8305,1,8305-1,San Diego,San Diego,Torrey Pines/University City
1500000US060730083052,"Block Group 2, Census Tract 83.05, San Diego County, California",1460,8305,2,8305-2,San Diego,San Diego,Torrey Pines/University City
1500000US060730083061,"Block Group 1, Census Tract 83.06, San Diego County, California",558,8306,1,8306-1,San Diego,San Diego,University City
1500000US060730083062,"Block Group 2, Census Tract 83.06, San Diego County, California",1226,8306,2,8306-2,San Diego,San Diego,University City
1500000US060730083063,"Block Group 3, Census Tract 83.06, San Diego County, California",1407,8306,3,8306-3,San Diego,San Diego,University City
1500000US060730083071,"Block Group 1, Census Tract 83.07, San Diego County, California",1161,8307,1,8307-1,San Diego,San Diego,University City
1500000US060730083072,"Block Group 2, Census Tract 83.07, San Diego County, California",2137,8307,2,8307-2,San Diego,San Diego,University City
1500000US060730083073,"Block Group 3, Census Tract 83.07, San Diego County, California",616,8307,3,8307-3,San Diego,San Diego,University City
1500000US060730083101,"Block Group 1, Census Tract 83.10, San Diego County, California",1443,8310,1,8310-1,San Diego,San Diego,La Jolla
1500000US060730083102,"Block Group 2, Census Tract 83.10, San Diego County, California",1752,8310,2,8310-2,San Diego,San Diego,La Jolla
1500000US060730083103,"Block Group 3, Census Tract 83.10, San Diego County, California",2530,8310,3,8310-3,San Diego,San Diego,La Jolla
1500000US060730083111,"Block Group 1, Census Tract 83.11, San Diego County, California",1657,8311,1,8311-1,San Diego,San Diego,La Jolla
1500000US060730083112,"Block Group 2, Census Tract 83.11, San Diego County, California",1279,8311,2,8311-2,San Diego,San Diego,La Jolla
1500000US060730083121,"Block Group 1, Census Tract 83.12, San Diego County, California",538,8312,1,8312-1,San Diego,San Diego,La Jolla/Torrey Pines/Torrey Preserve
1500000US060730083122,"Block Group 2, Census Tract 83.12, San Diego County, California",1058,8312,2,8312-2,San Diego,San Diego,La Jolla/Torrey Pines/Torrey Preserve
1500000US060730083123,"Block Group 3, Census Tract 83.12, San Diego County, California",539,8312,3,8312-3,San Diego,San Diego,La Jolla/Torrey Pines/Torrey Preserve
1500000US060730083124,"Block Group 4, Census Tract 83.12, San Diego County, California",1393,8312,4,8312-4,San Diego,San Diego,La Jolla/Torrey Pines/Torrey Preserve
1500000US060730083131,"Block Group 1, Census Tract 83.13, San Diego County, California",1036,8313,1,8313-1,San Diego,San Diego,La Jolla
1500000US060730083132,"Block Group 2, Census Tract 83.13, San Diego County, California",1178,8313,2,8313-2,San Diego,San Diego,La Jolla
1500000US060730083241,"Block Group 1, Census Tract 83.24, San Diego County, California",2602,8324,1,8324-1,San Diego,San Diego,Del Mar Heights
1500000US060730083242,"Block Group 2, Census Tract 83.24, San Diego County, California",2452,8324,2,8324-2,San Diego,San Diego,Del Mar Heights
1500000US060730083243,"Block Group 3, Census Tract 83.24, San Diego County, California",706,8324,3,8324-3,San Diego,San Diego,Del Mar Heights
1500000US060730083244,"Block Group 4, Census Tract 83.24, San Diego County, California",1466,8324,4,8324-4,San Diego,San Diego,Del Mar Heights
1500000US060730083271,"Block Group 1, Census Tract 83.27, San Diego County, California",2212,8327,1,8327-1,San Diego,San Diego,North City/Carmel Valley
1500000US060730083272,"Block Group 2, Census Tract 83.27, San Diego County, California",2654,8327,2,8327-2,San Diego,San Diego,North City/Carmel Valley
1500000US060730083273,"Block Group 3, Census Tract 83.27, San Diego County, California",1015,8327,3,8327-3,San Diego,San Diego,North City/Carmel Valley
1500000US060730083281,"Block Group 1, Census Tract 83.28, San Diego County, California",6440,8328,1,8328-1,San Diego,San Diego,North City/Carmel Valley
1500000US060730083291,"Block Group 1, Census Tract 83.29, San Diego County, California",2971,8329,1,8329-1,San Diego,San Diego,Carmel Valley
1500000US060730083292,"Block Group 2, Census Tract 83.29, San Diego County, California",1823,8329,2,8329-2,San Diego,San Diego,Carmel Valley
1500000US060730083293,"Block Group 3, Census Tract 83.29, San Diego County, California",2462,8329,3,8329-3,San Diego,San Diego,Carmel Valley
1500000US060730083301,"Block Group 1, Census Tract 83.30, San Diego County, California",2444,8330,1,8330-1,San Diego,San Diego,Carmel Valley
1500000US060730083302,"Block Group 2, Census Tract 83.30, San Diego County, California",2827,8330,2,8330-2,San Diego,San Diego,Carmel Valley
1500000US060730083311,"Block Group 1, Census Tract 83.31, San Diego County, California",2621,8331,1,8331-1,San Diego,San Diego,Carmel Valley
1500000US060730083331,"Block Group 1, Census Tract 83.33, San Diego County, California",7612,8333,1,8333-1,San Diego,San Diego,Carmel Valley
1500000US060730083332,"Block Group 2, Census Tract 83.33, San Diego County, California",8751,8333,2,8333-2,San Diego,San Diego,Carmel Valley
1500000US060730083351,"Block Group 1, Census Tract 83.35, San Diego County, California",1017,8335,1,8335-1,San Diego,San Diego,Rancho Penasquitos/Torrey Highlands
1500000US060730083352,"Block Group 2, Census Tract 83.35, San Diego County, California",877,8335,2,8335-2,San Diego,San Diego,Rancho Penasquitos/Torrey Highlands
1500000US060730083353,"Block Group 3, Census Tract 83.35, San Diego County, California",8244,8335,3,8335-3,San Diego,San Diego,Rancho Penasquitos/Torrey Highlands
1500000US060730083361,"Block Group 1, Census Tract 83.36, San Diego County, California",949,8336,1,8336-1,San Diego,San Diego,Rancho Penasquitos
1500000US060730083362,"Block Group 2, Census Tract 83.36, San Diego County, California",1474,8336,2,8336-2,San Diego,San Diego,Rancho Penasquitos
1500000US060730083371,"Block Group 1, Census Tract 83.37, San Diego County, California",1979,8337,1,8337-1,San Diego,San Diego,Rancho Penasquitos
1500000US060730083372,"Block Group 2, Census Tract 83.37, San Diego County, California",1014,8337,2,8337-2,San Diego,San Diego,Rancho Penasquitos
1500000US060730083373,"Block Group 3, Census Tract 83.37, San Diego County, California",1667,8337,3,8337-3,San Diego,San Diego,Rancho Penasquitos
1500000US060730083391,"Block Group 1, Census Tract 83.39, San Diego County, California",1987,8339,1,8339-1,San Diego,San Diego,Torrey Pines/University City/Torrey Preserve
1500000US060730083401,"Block Group 1, Census Tract 83.40, San Diego County, California",4322,8340,1,8340-1,San Diego,San Diego,University City
1500000US060730083402,"Block Group 2, Census Tract 83.40, San Diego County, California",459,8340,2,8340-2,San Diego,San Diego,University City
1500000US060730083403,"Block Group 3, Census Tract 83.40, San Diego County, California",3224,8340,3,8340-3,San Diego,San Diego,University City
1500000US060730083404,"Block Group 4, Census Tract 83.40, San Diego County, California",1757,8340,4,8340-4,San Diego,San Diego,University City
1500000US060730083411,"Block Group 1, Census Tract 83.41, San Diego County, California",2569,8341,1,8341-1,San Diego,San Diego,University City
1500000US060730083412,"Block Group 2, Census Tract 83.41, San Diego County, California",5779,8341,2,8341-2,San Diego,San Diego,University City
1500000US060730083431,"Block Group 1, Census Tract 83.43, San Diego County, California",2870,8343,1,8343-1,San Diego,San Diego,University City
1500000US060730083432,"Block Group 2, Census Tract 83.43, San Diego County, California",1388,8343,2,8343-2,San Diego,San Diego,University City
1500000US060730083433,"Block Group 3, Census Tract 83.43, San Diego County, California",809,8343,3,8343-3,San Diego,San Diego,University City
1500000US060730083441,"Block Group 1, Census Tract 83.44, San Diego County, California",2001,8344,1,8344-1,San Diego,San Diego,University City
1500000US060730083442,"Block Group 2, Census Tract 83.44, San Diego County, California",1763,8344,2,8344-2,San Diego,San Diego,University City
1500000US060730083451,"Block Group 1, Census Tract 83.45, San Diego County, California",1168,8345,1,8345-1,San Diego,San Diego,University City
1500000US060730083452,"Block Group 2, Census Tract 83.45, San Diego County, California",1566,8345,2,8345-2,San Diego,San Diego,University City
1500000US060730083453,"Block Group 3, Census Tract 83.45, San Diego County, California",1278,8345,3,8345-3,San Diego,San Diego,University City
1500000US060730083461,"Block Group 1, Census Tract 83.46, San Diego County, California",3321,8346,1,8346-1,San Diego,San Diego,Sorrento Valley/Mira Mesa
1500000US060730083462,"Block Group 2, Census Tract 83.46, San Diego County, California",1589,8346,2,8346-2,San Diego,San Diego,Sorrento Valley/Mira Mesa
1500000US060730083471,"Block Group 1, Census Tract 83.47, San Diego County, California",3424,8347,1,8347-1,San Diego,San Diego,Sorrento Valley/Mira Mesa
1500000US060730083472,"Block Group 2, Census Tract 83.47, San Diego County, California",1903,8347,2,8347-2,San Diego,San Diego,Sorrento Valley/Mira Mesa
1500000US060730083473,"Block Group 3, Census Tract 83.47, San Diego County, California",1715,8347,3,8347-3,San Diego,San Diego,Sorrento Valley/Mira Mesa
1500000US060730083474,"Block Group 4, Census Tract 83.47, San Diego County, California",438,8347,4,8347-4,San Diego,San Diego,Sorrento Valley/Mira Mesa
1500000US060730083481,"Block Group 1, Census Tract 83.48, San Diego County, California",2356,8348,1,8348-1,San Diego,San Diego,Mira Mesa
1500000US060730083482,"Block Group 2, Census Tract 83.48, San Diego County, California",1047,8348,2,8348-2,San Diego,San Diego,Mira Mesa
1500000US060730083483,"Block Group 3, Census Tract 83.48, San Diego County, California",2288,8348,3,8348-3,San Diego,San Diego,Mira Mesa
1500000US060730083491,"Block Group 1, Census Tract 83.49, San Diego County, California",1628,8349,1,8349-1,San Diego,San Diego,Mira Mesa
1500000US060730083492,"Block Group 2, Census Tract 83.49, San Diego County, California",2213,8349,2,8349-2,San Diego,San Diego,Mira Mesa
1500000US060730083501,"Block Group 1, Census Tract 83.50, San Diego County, California",2330,8350,1,8350-1,San Diego,San Diego,Sorrento Valley/Mira Mesa/Miramar
1500000US060730083502,"Block Group 2, Census Tract 83.50, San Diego County, California",1497,8350,2,8350-2,San Diego,San Diego,Sorrento Valley/Mira Mesa/Miramar
1500000US060730083503,"Block Group 3, Census Tract 83.50, San Diego County, California",945,8350,3,8350-3,San Diego,San Diego,Sorrento Valley/Mira Mesa/Miramar
1500000US060730083504,"Block Group 4, Census Tract 83.50, San Diego County, California",2207,8350,4,8350-4,San Diego,San Diego,Sorrento Valley/Mira Mesa/Miramar
1500000US060730083511,"Block Group 1, Census Tract 83.51, San Diego County, California",1172,8351,1,8351-1,San Diego,San Diego,Mira Mesa
1500000US060730083512,"Block Group 2, Census Tract 83.51, San Diego County, California",449,8351,2,8351-2,San Diego,San Diego,Mira Mesa
1500000US060730083513,"Block Group 3, Census Tract 83.51, San Diego County, California",1068,8351,3,8351-3,San Diego,San Diego,Mira Mesa
1500000US060730083514,"Block Group 4, Census Tract 83.51, San Diego County, California",1536,8351,4,8351-4,San Diego,San Diego,Mira Mesa
1500000US060730083521,"Block Group 1, Census Tract 83.52, San Diego County, California",943,8352,1,8352-1,San Diego,San Diego,Mira Mesa
1500000US060730083522,"Block Group 2, Census Tract 83.52, San Diego County, California",1411,8352,2,8352-2,San Diego,San Diego,Mira Mesa
1500000US060730083523,"Block Group 3, Census Tract 83.52, San Diego County, California",1333,8352,3,8352-3,San Diego,San Diego,Mira Mesa
1500000US060730083531,"Block Group 1, Census Tract 83.53, San Diego County, California",1493,8353,1,8353-1,San Diego,San Diego,Mira Mesa
1500000US060730083532,"Block Group 2, Census Tract 83.53, San Diego County, California",2653,8353,2,8353-2,San Diego,San Diego,Mira Mesa
1500000US060730083533,"Block Group 3, Census Tract 83.53, San Diego County, California",987,8353,3,8353-3,San Diego,San Diego,Mira Mesa
1500000US060730083541,"Block Group 1, Census Tract 83.54, San Diego County, California",7583,8354,1,8354-1,San Diego,San Diego,Mira Mesa
1500000US060730083542,"Block Group 2, Census Tract 83.54, San Diego County, California",2664,8354,2,8354-2,San Diego,San Diego,Mira Mesa
1500000US060730083551,"Block Group 1, Census Tract 83.55, San Diego County, California",902,8355,1,8355-1,San Diego,San Diego,Mira Mesa
1500000US060730083552,"Block Group 2, Census Tract 83.55, San Diego County, California",2559,8355,2,8355-2,San Diego,San Diego,Mira Mesa
1500000US060730083561,"Block Group 1, Census Tract 83.56, San Diego County, California",2122,8356,1,8356-1,San Diego,San Diego,Mira Mesa
1500000US060730083562,"Block Group 2, Census Tract 83.56, San Diego County, California",1906,8356,2,8356-2,San Diego,San Diego,Mira Mesa
1500000US060730083571,"Block Group 1, Census Tract 83.57, San Diego County, California",1423,8357,1,8357-1,San Diego,San Diego,Mira Mesa
1500000US060730083572,"Block Group 2, Census Tract 83.57, San Diego County, California",1241,8357,2,8357-2,San Diego,San Diego,Mira Mesa
1500000US060730083573,"Block Group 3, Census Tract 83.57, San Diego County, California",2275,8357,3,8357-3,San Diego,San Diego,Mira Mesa
1500000US060730083581,"Block Group 1, Census Tract 83.58, San Diego County, California",2013,8358,1,8358-1,San Diego,San Diego,Mira Mesa
1500000US060730083582,"Block Group 2, Census Tract 83.58, San Diego County, California",775,8358,2,8358-2,San Diego,San Diego,Mira Mesa
1500000US060730083583,"Block Group 3, Census Tract 83.58, San Diego County, California",1881,8358,3,8358-3,San Diego,San Diego,Mira Mesa
1500000US060730083584,"Block Group 4, Census Tract 83.58, San Diego County, California",2798,8358,4,8358-4,San Diego,San Diego,Mira Mesa
1500000US060730083591,"Block Group 1, Census Tract 83.59, San Diego County, California",2589,8359,1,8359-1,San Diego,San Diego,Mira Mesa
1500000US060730083592,"Block Group 2, Census Tract 83.59, San Diego County, California",1951,8359,2,8359-2,San Diego,San Diego,Mira Mesa
1500000US060730083601,"Block Group 1, Census Tract 83.60, San Diego County, California",1921,8360,1,8360-1,San Diego,San Diego,Mira Mesa/Miramar
1500000US060730083602,"Block Group 2, Census Tract 83.60, San Diego County, California",1796,8360,2,8360-2,San Diego,San Diego,Mira Mesa/Miramar
